1. netqlty 0.75, netp 1.0000, onep 0.0000, zerop 1.0000, randp 1.0000, kuperinp 1.0000, sxs 1
3139. netqlty 0.86, netp 0.4887, onep 0.5046, zerop 0.4954, randp 0.4967, kuperinp 0.4916, sxs 1
3140. netqlty 0.86, netp 0.4889, onep 0.5045, zerop 0.4955, randp 0.4968, kuperinp 0.4917, sxs 1
3141. netqlty 0.85, netp 0.4890, onep 0.5043, zerop 0.4957, randp 0.4967, kuperinp 0.4919, sxs 1
3142. netqlty 0.85, netp 0.4892, onep 0.5041, zerop 0.4959, randp 0.4968, kuperinp 0.4920, sxs 1
3143. netqlty 0.83, netp 0.4893, onep 0.5040, zerop 0.4960, randp 0.4970, kuperinp 0.4922, sxs 1
3144. netqlty 0.73, netp 0.4895, onep 0.5038, zerop 0.4962, randp 0.4968, kuperinp 0.4924, sxs 1
3145. netqlty 0.90, netp 0.4893, onep 0.5040, zerop 0.4960, randp 0.4967, kuperinp 0.4922, sxs 0
3146. netqlty 0.80, netp 0.4895, onep 0.5038, zerop 0.4962, randp 0.4968, kuperinp 0.4921, sxs 1
3147. netqlty 0.80, netp 0.4894, onep 0.5040, zerop 0.4960, randp 0.4967, kuperinp 0.4919, sxs 0
3148. netqlty 0.80, netp 0.4892, onep 0.5041, zerop 0.4959, randp 0.4968, kuperinp 0.4921, sxs 0
3149. netqlty 0.82, netp 0.4894, onep 0.5043, zerop 0.4957, randp 0.4967, kuperinp 0.4922, sxs 1
3150. netqlty 0.73, netp 0.4892, onep 0.5041, zerop 0.4959, randp 0.4965, kuperinp 0.4921, sxs 0
3151. netqlty 0.90, netp 0.4894, onep 0.5040, zerop 0.4960, randp 0.4967, kuperinp 0.4922, sxs 1
3152. netqlty 0.67, netp 0.4892, onep 0.5041, zerop 0.4959, randp 0.4968, kuperinp 0.4921, sxs 0
3153. netqlty 0.78, netp 0.4891, onep 0.5040, zerop 0.4960, randp 0.4970, kuperinp 0.4919, sxs 0
3154. netqlty 0.62, netp 0.4889, onep 0.5041, zerop 0.4959, randp 0.4968, kuperinp 0.4918, sxs 0
3155. netqlty 0.75, netp 0.4887, onep 0.5043, zerop 0.4957, randp 0.4967, kuperinp 0.4919, sxs 0
3156. netqlty 0.75, netp 0.4889, onep 0.5044, zerop 0.4956, randp 0.4968, kuperinp 0.4921, sxs 1
3157. netqlty 0.89, netp 0.4891, onep 0.5046, zerop 0.4954, randp 0.4970, kuperinp 0.4922, sxs 1
3158. netqlty 0.80, netp 0.4889, onep 0.5047, zerop 0.4953, randp 0.4972, kuperinp 0.4924, sxs 0
3159. netqlty 0.80, netp 0.4891, onep 0.5049, zerop 0.4951, randp 0.4973, kuperinp 0.4926, sxs 1
3160. netqlty 0.82, netp 0.4892, onep 0.5051, zerop 0.4949, randp 0.4975, kuperinp 0.4927, sxs 1
3161. netqlty 0.83, netp 0.4894, onep 0.5052, zerop 0.4948, randp 0.4976, kuperinp 0.4929, sxs 1
3162. netqlty 0.85, netp 0.4896, onep 0.5054, zerop 0.4946, randp 0.4978, kuperinp 0.4930, sxs 1
3163. netqlty 0.93, netp 0.4894, onep 0.5052, zerop 0.4948, randp 0.4979, kuperinp 0.4929, sxs 0
3164. netqlty 0.86, netp 0.4896, onep 0.5054, zerop 0.4946, randp 0.4981, kuperinp 0.4927, sxs 1
3165. netqlty 0.93, netp 0.4894, onep 0.5052, zerop 0.4948, randp 0.4983, kuperinp 0.4926, sxs 0
3166. netqlty 0.93, netp 0.4893, onep 0.5051, zerop 0.4949, randp 0.4981, kuperinp 0.4927, sxs 0
3167. netqlty 0.86, netp 0.4891, onep 0.5052, zerop 0.4948, randp 0.4983, kuperinp 0.4926, sxs 0
3168. netqlty 0.86, netp 0.4890, onep 0.5051, zerop 0.4949, randp 0.4981, kuperinp 0.4924, sxs 0
3169. netqlty 0.85, netp 0.4891, onep 0.5049, zerop 0.4951, randp 0.4979, kuperinp 0.4926, sxs 1
3170. netqlty 0.83, netp 0.4890, onep 0.5050, zerop 0.4950, randp 0.4981, kuperinp 0.4924, sxs 0
3171. netqlty 0.85, netp 0.4891, onep 0.5049, zerop 0.4951, randp 0.4980, kuperinp 0.4923, sxs 1
3172. netqlty 0.92, netp 0.4893, onep 0.5050, zerop 0.4950, randp 0.4981, kuperinp 0.4921, sxs 1
3173. netqlty 0.85, netp 0.4891, onep 0.5052, zerop 0.4948, randp 0.4983, kuperinp 0.4923, sxs 0
3174. netqlty 0.86, netp 0.4893, onep 0.5050, zerop 0.4950, randp 0.4984, kuperinp 0.4921, sxs 1
3175. netqlty 0.92, netp 0.4891, onep 0.5052, zerop 0.4948, randp 0.4986, kuperinp 0.4920, sxs 0
3176. netqlty 0.77, netp 0.4893, onep 0.5050, zerop 0.4950, randp 0.4984, kuperinp 0.4918, sxs 1
3177. netqlty 0.83, netp 0.4891, onep 0.5052, zerop 0.4948, randp 0.4986, kuperinp 0.4917, sxs 0
3178. netqlty 0.83, netp 0.4890, onep 0.5053, zerop 0.4947, randp 0.4987, kuperinp 0.4918, sxs 0
3179. netqlty 0.83, netp 0.4888, onep 0.5055, zerop 0.4945, randp 0.4986, kuperinp 0.4920, sxs 0
3180. netqlty 0.92, netp 0.4890, onep 0.5057, zerop 0.4943, randp 0.4987, kuperinp 0.4921, sxs 1
3181. netqlty 0.75, netp 0.4892, onep 0.5058, zerop 0.4942, randp 0.4989, kuperinp 0.4923, sxs 1
3182. netqlty 0.83, netp 0.4890, onep 0.5057, zerop 0.4943, randp 0.4987, kuperinp 0.4921, sxs 0
3183. netqlty 0.82, netp 0.4888, onep 0.5055, zerop 0.4945, randp 0.4989, kuperinp 0.4923, sxs 0
3184. netqlty 0.82, netp 0.4887, onep 0.5053, zerop 0.4947, randp 0.4987, kuperinp 0.4925, sxs 0
3185. netqlty 0.70, netp 0.4889, onep 0.5052, zerop 0.4948, randp 0.4989, kuperinp 0.4926, sxs 1
3186. netqlty 0.90, netp 0.4890, onep 0.5050, zerop 0.4950, randp 0.4991, kuperinp 0.4928, sxs 1
3187. netqlty 0.80, netp 0.4892, onep 0.5049, zerop 0.4951, randp 0.4989, kuperinp 0.4929, sxs 1
3188. netqlty 0.78, netp 0.4890, onep 0.5050, zerop 0.4950, randp 0.4987, kuperinp 0.4928, sxs 0
3189. netqlty 0.70, netp 0.4892, onep 0.5052, zerop 0.4948, randp 0.4989, kuperinp 0.4929, sxs 1
3190. netqlty 0.82, netp 0.4890, onep 0.5050, zerop 0.4950, randp 0.4991, kuperinp 0.4928, sxs 0
3191. netqlty 0.70, netp 0.4892, onep 0.5049, zerop 0.4951, randp 0.4989, kuperinp 0.4929, sxs 1
3192. netqlty 0.80, netp 0.4890, onep 0.5050, zerop 0.4950, randp 0.4991, kuperinp 0.4928, sxs 0
3193. netqlty 0.80, netp 0.4889, onep 0.5052, zerop 0.4948, randp 0.4992, kuperinp 0.4930, sxs 0
3194. netqlty 0.90, netp 0.4887, onep 0.5053, zerop 0.4947, randp 0.4991, kuperinp 0.4931, sxs 0
3195. netqlty 0.91, netp 0.4889, onep 0.5055, zerop 0.4945, randp 0.4992, kuperinp 0.4933, sxs 1
3196. netqlty 0.91, netp 0.4887, onep 0.5053, zerop 0.4947, randp 0.4991, kuperinp 0.4931, sxs 0
3197. netqlty 0.82, netp 0.4889, onep 0.5055, zerop 0.4945, randp 0.4992, kuperinp 0.4930, sxs 1
3198. netqlty 0.82, netp 0.4887, onep 0.5053, zerop 0.4947, randp 0.4994, kuperinp 0.4928, sxs 0
3199. netqlty 0.90, netp 0.4889, onep 0.5052, zerop 0.4948, randp 0.4995, kuperinp 0.4930, sxs 1
3200. netqlty 0.89, netp 0.4891, onep 0.5050, zerop 0.4950, randp 0.4997, kuperinp 0.4931, sxs 1
3201. netqlty 0.75, netp 0.4889, onep 0.5052, zerop 0.4948, randp 0.4998, kuperinp 0.4930, sxs 0
3202. netqlty 0.62, netp 0.4888, onep 0.5050, zerop 0.4950, randp 0.4997, kuperinp 0.4928, sxs 0
3203. netqlty 0.62, netp 0.4886, onep 0.5052, zerop 0.4948, randp 0.4995, kuperinp 0.4927, sxs 0
3204. netqlty 0.67, netp 0.4888, onep 0.5050, zerop 0.4950, randp 0.4994, kuperinp 0.4925, sxs 1
3205. netqlty 0.67, netp 0.4886, onep 0.5048, zerop 0.4952, randp 0.4992, kuperinp 0.4927, sxs 0
3206. netqlty 0.89, netp 0.4885, onep 0.5050, zerop 0.4950, randp 0.4994, kuperinp 0.4925, sxs 0
3207. netqlty 0.80, netp 0.4883, onep 0.5051, zerop 0.4949, randp 0.4995, kuperinp 0.4927, sxs 0
3208. netqlty 0.82, netp 0.4882, onep 0.5053, zerop 0.4947, randp 0.4997, kuperinp 0.4928, sxs 0
3209. netqlty 0.91, netp 0.4883, onep 0.5051, zerop 0.4949, randp 0.4995, kuperinp 0.4927, sxs 1
3210. netqlty 0.90, netp 0.4882, onep 0.5053, zerop 0.4947, randp 0.4994, kuperinp 0.4925, sxs 0
3211. netqlty 0.73, netp 0.4880, onep 0.5055, zerop 0.4945, randp 0.4995, kuperinp 0.4927, sxs 0
3212. netqlty 0.83, netp 0.4879, onep 0.5056, zerop 0.4944, randp 0.4997, kuperinp 0.4928, sxs 0
3213. netqlty 0.83, netp 0.4880, onep 0.5058, zerop 0.4942, randp 0.4998, kuperinp 0.4930, sxs 1
3214. netqlty 0.83, netp 0.4882, onep 0.5056, zerop 0.4944, randp 0.4997, kuperinp 0.4928, sxs 1
3215. netqlty 0.82, netp 0.4883, onep 0.5058, zerop 0.4942, randp 0.4995, kuperinp 0.4927, sxs 1
3216. netqlty 0.82, netp 0.4885, onep 0.5059, zerop 0.4941, randp 0.4994, kuperinp 0.4928, sxs 1
3217. netqlty 0.83, netp 0.4887, onep 0.5061, zerop 0.4939, randp 0.4992, kuperinp 0.4930, sxs 1
3218. netqlty 0.83, netp 0.4888, onep 0.5059, zerop 0.4941, randp 0.4991, kuperinp 0.4929, sxs 1
3219. netqlty 0.83, netp 0.4890, onep 0.5057, zerop 0.4943, randp 0.4989, kuperinp 0.4930, sxs 1
3220. netqlty 0.83, netp 0.4888, onep 0.5056, zerop 0.4944, randp 0.4991, kuperinp 0.4932, sxs 0
3221. netqlty 0.75, netp 0.4887, onep 0.5057, zerop 0.4943, randp 0.4992, kuperinp 0.4930, sxs 0
3222. netqlty 0.83, netp 0.4888, onep 0.5056, zerop 0.4944, randp 0.4994, kuperinp 0.4929, sxs 1
3223. netqlty 0.83, netp 0.4890, onep 0.5057, zerop 0.4943, randp 0.4995, kuperinp 0.4927, sxs 1
3224. netqlty 0.83, netp 0.4891, onep 0.5056, zerop 0.4944, randp 0.4997, kuperinp 0.4926, sxs 1
3225. netqlty 0.83, netp 0.4890, onep 0.5054, zerop 0.4946, randp 0.4995, kuperinp 0.4927, sxs 0
3226. netqlty 0.75, netp 0.4892, onep 0.5053, zerop 0.4947, randp 0.4997, kuperinp 0.4929, sxs 1
3227. netqlty 0.73, netp 0.4893, onep 0.5051, zerop 0.4949, randp 0.4995, kuperinp 0.4930, sxs 1
3228. netqlty 0.90, netp 0.4895, onep 0.5050, zerop 0.4950, randp 0.4994, kuperinp 0.4932, sxs 1
3229. netqlty 0.89, netp 0.4893, onep 0.5051, zerop 0.4949, randp 0.4992, kuperinp 0.4930, sxs 0
3230. netqlty 0.80, netp 0.4895, onep 0.5050, zerop 0.4950, randp 0.4991, kuperinp 0.4929, sxs 1
3231. netqlty 0.67, netp 0.4896, onep 0.5048, zerop 0.4952, randp 0.4992, kuperinp 0.4930, sxs 1
3232. netqlty 0.62, netp 0.4898, onep 0.5046, zerop 0.4954, randp 0.4994, kuperinp 0.4932, sxs 1
3233. netqlty 0.57, netp 0.4896, onep 0.5048, zerop 0.4952, randp 0.4992, kuperinp 0.4930, sxs 0
3234. netqlty 0.71, netp 0.4898, onep 0.5049, zerop 0.4951, randp 0.4991, kuperinp 0.4932, sxs 1
3235. netqlty 0.62, netp 0.4896, onep 0.5048, zerop 0.4952, randp 0.4992, kuperinp 0.4930, sxs 0
3236. netqlty 0.71, netp 0.4898, onep 0.5046, zerop 0.4954, randp 0.4991, kuperinp 0.4932, sxs 1
3237. netqlty 0.67, netp 0.4900, onep 0.5048, zerop 0.4952, randp 0.4989, kuperinp 0.4930, sxs 1
3238. netqlty 0.67, netp 0.4901, onep 0.5046, zerop 0.4954, randp 0.4991, kuperinp 0.4929, sxs 1
3239. netqlty 0.50, netp 0.4903, onep 0.5045, zerop 0.4955, randp 0.4989, kuperinp 0.4931, sxs 1
3240. netqlty 0.67, netp 0.4904, onep 0.5043, zerop 0.4957, randp 0.4991, kuperinp 0.4932, sxs 1
3241. netqlty 0.83, netp 0.4903, onep 0.5045, zerop 0.4955, randp 0.4989, kuperinp 0.4931, sxs 0
3242. netqlty 0.83, netp 0.4901, onep 0.5046, zerop 0.4954, randp 0.4988, kuperinp 0.4932, sxs 0
3243. netqlty 0.71, netp 0.4900, onep 0.5048, zerop 0.4952, randp 0.4986, kuperinp 0.4934, sxs 0
3244. netqlty 0.71, netp 0.4898, onep 0.5046, zerop 0.4954, randp 0.4988, kuperinp 0.4932, sxs 0
3245. netqlty 0.57, netp 0.4900, onep 0.5045, zerop 0.4955, randp 0.4989, kuperinp 0.4934, sxs 1
3246. netqlty 0.71, netp 0.4901, onep 0.5043, zerop 0.4957, randp 0.4988, kuperinp 0.4935, sxs 1
3247. netqlty 0.57, netp 0.4903, onep 0.5042, zerop 0.4958, randp 0.4989, kuperinp 0.4937, sxs 1
3248. netqlty 0.71, netp 0.4905, onep 0.5043, zerop 0.4957, randp 0.4991, kuperinp 0.4935, sxs 1
3249. netqlty 0.75, netp 0.4903, onep 0.5042, zerop 0.4958, randp 0.4989, kuperinp 0.4934, sxs 0
3250. netqlty 0.57, netp 0.4902, onep 0.5043, zerop 0.4957, randp 0.4991, kuperinp 0.4932, sxs 0
3251. netqlty 0.75, netp 0.4900, onep 0.5045, zerop 0.4955, randp 0.4989, kuperinp 0.4934, sxs 0
3252. netqlty 0.67, netp 0.4899, onep 0.5046, zerop 0.4954, randp 0.4988, kuperinp 0.4935, sxs 0
3253. netqlty 0.90, netp 0.4900, onep 0.5048, zerop 0.4952, randp 0.4989, kuperinp 0.4937, sxs 1
3254. netqlty 0.70, netp 0.4902, onep 0.5046, zerop 0.4954, randp 0.4988, kuperinp 0.4935, sxs 1
3255. netqlty 0.67, netp 0.4900, onep 0.5048, zerop 0.4952, randp 0.4989, kuperinp 0.4934, sxs 0
3256. netqlty 0.80, netp 0.4899, onep 0.5046, zerop 0.4954, randp 0.4988, kuperinp 0.4932, sxs 0
3257. netqlty 0.80, netp 0.4897, onep 0.5045, zerop 0.4955, randp 0.4986, kuperinp 0.4934, sxs 0
3258. netqlty 0.89, netp 0.4896, onep 0.5046, zerop 0.4954, randp 0.4988, kuperinp 0.4932, sxs 0
3259. netqlty 0.70, netp 0.4897, onep 0.5044, zerop 0.4956, randp 0.4989, kuperinp 0.4931, sxs 1
3260. netqlty 0.80, netp 0.4899, onep 0.5043, zerop 0.4957, randp 0.4988, kuperinp 0.4933, sxs 1
3261. netqlty 0.70, netp 0.4897, onep 0.5044, zerop 0.4956, randp 0.4986, kuperinp 0.4931, sxs 0
3262. netqlty 0.80, netp 0.4896, onep 0.5046, zerop 0.4954, randp 0.4988, kuperinp 0.4933, sxs 0
3263. netqlty 0.70, netp 0.4894, onep 0.5048, zerop 0.4952, randp 0.4989, kuperinp 0.4934, sxs 0
3264. netqlty 0.80, netp 0.4893, onep 0.5049, zerop 0.4951, randp 0.4991, kuperinp 0.4936, sxs 0
3265. netqlty 0.91, netp 0.4894, onep 0.5051, zerop 0.4949, randp 0.4989, kuperinp 0.4937, sxs 1
3266. netqlty 0.92, netp 0.4893, onep 0.5049, zerop 0.4951, randp 0.4991, kuperinp 0.4936, sxs 0
3267. netqlty 0.83, netp 0.4894, onep 0.5047, zerop 0.4953, randp 0.4989, kuperinp 0.4937, sxs 1
3268. netqlty 0.83, netp 0.4893, onep 0.5049, zerop 0.4951, randp 0.4991, kuperinp 0.4936, sxs 0
3269. netqlty 0.83, netp 0.4891, onep 0.5047, zerop 0.4953, randp 0.4992, kuperinp 0.4934, sxs 0
3270. netqlty 0.75, netp 0.4893, onep 0.5046, zerop 0.4954, randp 0.4991, kuperinp 0.4936, sxs 1
3271. netqlty 0.82, netp 0.4895, onep 0.5044, zerop 0.4956, randp 0.4992, kuperinp 0.4937, sxs 1
3272. netqlty 0.80, netp 0.4896, onep 0.5046, zerop 0.4954, randp 0.4994, kuperinp 0.4936, sxs 1
3273. netqlty 0.80, netp 0.4895, onep 0.5044, zerop 0.4956, randp 0.4992, kuperinp 0.4934, sxs 0
3274. netqlty 0.78, netp 0.4896, onep 0.5043, zerop 0.4957, randp 0.4994, kuperinp 0.4936, sxs 1
3275. netqlty 0.78, netp 0.4895, onep 0.5044, zerop 0.4956, randp 0.4992, kuperinp 0.4934, sxs 0
3276. netqlty 0.67, netp 0.4893, onep 0.5046, zerop 0.4954, randp 0.4994, kuperinp 0.4936, sxs 0
3277. netqlty 0.70, netp 0.4895, onep 0.5044, zerop 0.4956, randp 0.4995, kuperinp 0.4934, sxs 1
3278. netqlty 0.80, netp 0.4893, onep 0.5043, zerop 0.4957, randp 0.4994, kuperinp 0.4936, sxs 0
3279. netqlty 0.78, netp 0.4895, onep 0.5041, zerop 0.4959, randp 0.4995, kuperinp 0.4937, sxs 1
3280. netqlty 0.89, netp 0.4896, onep 0.5043, zerop 0.4957, randp 0.4994, kuperinp 0.4936, sxs 1
3281. netqlty 0.70, netp 0.4898, onep 0.5041, zerop 0.4959, randp 0.4995, kuperinp 0.4934, sxs 1
3282. netqlty 0.78, netp 0.4896, onep 0.5043, zerop 0.4957, randp 0.4994, kuperinp 0.4933, sxs 0
3283. netqlty 0.78, netp 0.4898, onep 0.5041, zerop 0.4959, randp 0.4995, kuperinp 0.4931, sxs 1
3284. netqlty 0.75, netp 0.4900, onep 0.5040, zerop 0.4960, randp 0.4997, kuperinp 0.4933, sxs 1
3285. netqlty 0.71, netp 0.4901, onep 0.5038, zerop 0.4962, randp 0.4995, kuperinp 0.4935, sxs 1
3286. netqlty 0.67, netp 0.4903, onep 0.5040, zerop 0.4960, randp 0.4994, kuperinp 0.4933, sxs 1
3287. netqlty 0.71, netp 0.4901, onep 0.5038, zerop 0.4962, randp 0.4995, kuperinp 0.4932, sxs 0
3288. netqlty 0.57, netp 0.4900, onep 0.5040, zerop 0.4960, randp 0.4997, kuperinp 0.4930, sxs 0
3289. netqlty 0.86, netp 0.4898, onep 0.5041, zerop 0.4959, randp 0.4995, kuperinp 0.4932, sxs 0
3290. netqlty 0.62, netp 0.4900, onep 0.5043, zerop 0.4957, randp 0.4994, kuperinp 0.4933, sxs 1
3291. netqlty 0.67, netp 0.4901, onep 0.5041, zerop 0.4959, randp 0.4992, kuperinp 0.4932, sxs 1
3292. netqlty 0.67, netp 0.4900, onep 0.5039, zerop 0.4961, randp 0.4994, kuperinp 0.4933, sxs 0
3293. netqlty 0.62, netp 0.4898, onep 0.5038, zerop 0.4962, randp 0.4995, kuperinp 0.4935, sxs 0
3294. netqlty 0.75, netp 0.4897, onep 0.5039, zerop 0.4961, randp 0.4997, kuperinp 0.4933, sxs 0
3295. netqlty 0.67, netp 0.4898, onep 0.5038, zerop 0.4962, randp 0.4995, kuperinp 0.4932, sxs 1
3296. netqlty 0.75, netp 0.4900, onep 0.5036, zerop 0.4964, randp 0.4997, kuperinp 0.4933, sxs 1
3297. netqlty 0.71, netp 0.4898, onep 0.5035, zerop 0.4965, randp 0.4995, kuperinp 0.4935, sxs 0
3298. netqlty 0.71, netp 0.4897, onep 0.5033, zerop 0.4967, randp 0.4994, kuperinp 0.4936, sxs 0
3299. netqlty 0.71, netp 0.4895, onep 0.5035, zerop 0.4965, randp 0.4992, kuperinp 0.4935, sxs 0
3300. netqlty 0.75, netp 0.4894, onep 0.5036, zerop 0.4964, randp 0.4994, kuperinp 0.4936, sxs 0
3301. netqlty 0.62, netp 0.4895, onep 0.5035, zerop 0.4965, randp 0.4992, kuperinp 0.4935, sxs 1
3302. netqlty 0.75, netp 0.4897, onep 0.5036, zerop 0.4964, randp 0.4994, kuperinp 0.4933, sxs 1
3303. netqlty 0.50, netp 0.4899, onep 0.5035, zerop 0.4965, randp 0.4992, kuperinp 0.4932, sxs 1
3304. netqlty 0.62, netp 0.4900, onep 0.5033, zerop 0.4967, randp 0.4994, kuperinp 0.4933, sxs 1
3305. netqlty 0.75, netp 0.4899, onep 0.5035, zerop 0.4965, randp 0.4992, kuperinp 0.4932, sxs 0
3306. netqlty 0.78, netp 0.4897, onep 0.5036, zerop 0.4964, randp 0.4994, kuperinp 0.4933, sxs 0
3307. netqlty 0.67, netp 0.4899, onep 0.5038, zerop 0.4962, randp 0.4995, kuperinp 0.4935, sxs 1
3308. netqlty 0.70, netp 0.4897, onep 0.5036, zerop 0.4964, randp 0.4994, kuperinp 0.4933, sxs 0
3309. netqlty 0.78, netp 0.4896, onep 0.5038, zerop 0.4962, randp 0.4992, kuperinp 0.4932, sxs 0
3310. netqlty 0.67, netp 0.4894, onep 0.5036, zerop 0.4964, randp 0.4994, kuperinp 0.4931, sxs 0
3311. netqlty 0.62, netp 0.4893, onep 0.5038, zerop 0.4962, randp 0.4992, kuperinp 0.4929, sxs 0
3312. netqlty 0.67, netp 0.4894, onep 0.5036, zerop 0.4964, randp 0.4991, kuperinp 0.4928, sxs 1
3313. netqlty 0.67, netp 0.4893, onep 0.5035, zerop 0.4965, randp 0.4989, kuperinp 0.4929, sxs 0
3314. netqlty 0.78, netp 0.4891, onep 0.5033, zerop 0.4967, randp 0.4988, kuperinp 0.4931, sxs 0
3315. netqlty 0.75, netp 0.4893, onep 0.5032, zerop 0.4968, randp 0.4989, kuperinp 0.4932, sxs 1
3316. netqlty 0.88, netp 0.4891, onep 0.5033, zerop 0.4967, randp 0.4988, kuperinp 0.4931, sxs 0
3317. netqlty 0.67, netp 0.4890, onep 0.5032, zerop 0.4968, randp 0.4989, kuperinp 0.4929, sxs 0
3318. netqlty 0.78, netp 0.4892, onep 0.5033, zerop 0.4967, randp 0.4988, kuperinp 0.4928, sxs 1
3319. netqlty 0.70, netp 0.4893, onep 0.5035, zerop 0.4965, randp 0.4986, kuperinp 0.4929, sxs 1
3320. netqlty 0.70, netp 0.4892, onep 0.5033, zerop 0.4967, randp 0.4985, kuperinp 0.4928, sxs 0
3321. netqlty 0.78, netp 0.4890, onep 0.5035, zerop 0.4965, randp 0.4986, kuperinp 0.4926, sxs 0
3322. netqlty 0.90, netp 0.4889, onep 0.5036, zerop 0.4964, randp 0.4985, kuperinp 0.4928, sxs 0
3323. netqlty 0.90, netp 0.4890, onep 0.5038, zerop 0.4962, randp 0.4983, kuperinp 0.4929, sxs 1
3324. netqlty 0.82, netp 0.4889, onep 0.5036, zerop 0.4964, randp 0.4985, kuperinp 0.4928, sxs 0
3325. netqlty 0.82, netp 0.4890, onep 0.5038, zerop 0.4962, randp 0.4983, kuperinp 0.4926, sxs 1
3326. netqlty 0.82, netp 0.4892, onep 0.5036, zerop 0.4964, randp 0.4985, kuperinp 0.4925, sxs 1
3327. netqlty 0.80, netp 0.4893, onep 0.5035, zerop 0.4965, randp 0.4983, kuperinp 0.4926, sxs 1
3328. netqlty 0.78, netp 0.4892, onep 0.5036, zerop 0.4964, randp 0.4985, kuperinp 0.4925, sxs 0
3329. netqlty 0.80, netp 0.4893, onep 0.5035, zerop 0.4965, randp 0.4986, kuperinp 0.4923, sxs 1
3330. netqlty 0.78, netp 0.4892, onep 0.5033, zerop 0.4967, randp 0.4985, kuperinp 0.4925, sxs 0
3331. netqlty 0.89, netp 0.4893, onep 0.5035, zerop 0.4965, randp 0.4986, kuperinp 0.4923, sxs 1
3332. netqlty 0.78, netp 0.4895, onep 0.5033, zerop 0.4967, randp 0.4985, kuperinp 0.4922, sxs 1
3333. netqlty 0.89, netp 0.4896, onep 0.5032, zerop 0.4968, randp 0.4983, kuperinp 0.4923, sxs 1
3334. netqlty 0.89, netp 0.4898, onep 0.5033, zerop 0.4967, randp 0.4985, kuperinp 0.4922, sxs 1
3335. netqlty 0.80, netp 0.4900, onep 0.5031, zerop 0.4969, randp 0.4987, kuperinp 0.4921, sxs 1
3336. netqlty 0.90, netp 0.4901, onep 0.5033, zerop 0.4967, randp 0.4988, kuperinp 0.4919, sxs 1
3337. netqlty 0.80, netp 0.4900, onep 0.5034, zerop 0.4966, randp 0.4987, kuperinp 0.4921, sxs 0
3338. netqlty 0.73, netp 0.4901, onep 0.5036, zerop 0.4964, randp 0.4988, kuperinp 0.4922, sxs 1
3339. netqlty 0.73, netp 0.4900, onep 0.5034, zerop 0.4966, randp 0.4987, kuperinp 0.4921, sxs 0
3340. netqlty 0.90, netp 0.4898, onep 0.5036, zerop 0.4964, randp 0.4985, kuperinp 0.4919, sxs 0
3341. netqlty 0.73, netp 0.4900, onep 0.5034, zerop 0.4966, randp 0.4987, kuperinp 0.4918, sxs 1
3342. netqlty 0.70, netp 0.4901, onep 0.5033, zerop 0.4967, randp 0.4988, kuperinp 0.4919, sxs 1
3343. netqlty 0.78, netp 0.4903, onep 0.5031, zerop 0.4969, randp 0.4987, kuperinp 0.4921, sxs 1
3344. netqlty 0.62, netp 0.4904, onep 0.5033, zerop 0.4967, randp 0.4988, kuperinp 0.4919, sxs 1
3345. netqlty 0.89, netp 0.4903, onep 0.5034, zerop 0.4966, randp 0.4990, kuperinp 0.4921, sxs 0
3346. netqlty 0.67, netp 0.4904, onep 0.5033, zerop 0.4967, randp 0.4988, kuperinp 0.4919, sxs 1
3347. netqlty 0.67, netp 0.4903, onep 0.5034, zerop 0.4966, randp 0.4990, kuperinp 0.4918, sxs 0
3348. netqlty 0.90, netp 0.4901, onep 0.5036, zerop 0.4964, randp 0.4988, kuperinp 0.4919, sxs 0
3349. netqlty 0.80, netp 0.4900, onep 0.5037, zerop 0.4963, randp 0.4987, kuperinp 0.4921, sxs 0
3350. netqlty 0.73, netp 0.4901, onep 0.5036, zerop 0.4964, randp 0.4988, kuperinp 0.4919, sxs 1
3351. netqlty 0.73, netp 0.4900, onep 0.5037, zerop 0.4963, randp 0.4990, kuperinp 0.4918, sxs 0
3352. netqlty 0.82, netp 0.4899, onep 0.5036, zerop 0.4964, randp 0.4991, kuperinp 0.4916, sxs 0
3353. netqlty 0.73, netp 0.4897, onep 0.5034, zerop 0.4966, randp 0.4990, kuperinp 0.4918, sxs 0
3354. netqlty 0.82, netp 0.4896, onep 0.5033, zerop 0.4967, randp 0.4988, kuperinp 0.4919, sxs 0
3355. netqlty 0.80, netp 0.4894, onep 0.5034, zerop 0.4966, randp 0.4987, kuperinp 0.4918, sxs 0
3356. netqlty 0.73, netp 0.4893, onep 0.5033, zerop 0.4967, randp 0.4985, kuperinp 0.4917, sxs 0
3357. netqlty 0.70, netp 0.4894, onep 0.5031, zerop 0.4969, randp 0.4984, kuperinp 0.4918, sxs 1
3358. netqlty 0.67, netp 0.4893, onep 0.5033, zerop 0.4967, randp 0.4982, kuperinp 0.4917, sxs 0
3359. netqlty 0.67, netp 0.4894, onep 0.5031, zerop 0.4969, randp 0.4984, kuperinp 0.4915, sxs 1
3360. netqlty 0.78, netp 0.4896, onep 0.5030, zerop 0.4970, randp 0.4982, kuperinp 0.4917, sxs 1
3361. netqlty 0.75, netp 0.4897, onep 0.5028, zerop 0.4972, randp 0.4981, kuperinp 0.4918, sxs 1
3362. netqlty 0.62, netp 0.4896, onep 0.5030, zerop 0.4970, randp 0.4979, kuperinp 0.4917, sxs 0
